Aika;Yö (kWh);Päivä (kWh)
03.08.2021 14;0.00;0.30
03.08.2021 15;0.00;0.32
03.08.2021 16;0.00;0.32
03.08.2021 17;0.00;0.32
03.08.2021 18;0.00;0.32
03.08.2021 19;0.00;0.35
03.08.2021 20;0.00;0.42
03.08.2021 21;0.00;0.43
03.08.2021 22;0.72;0.00
03.08.2021 23;2.54;0.00
04.08.2021 00;1.25;0.00
04.08.2021 01;0.55;0.00
04.08.2021 02;0.56;0.00
04.08.2021 03;0.91;0.00
04.08.2021 04;1.41;0.00
04.08.2021 05;1.42;0.00
04.08.2021 06;1.38;0.00
04.08.2021 07;0.00;0.86
04.08.2021 08;0.00;0.40
04.08.2021 09;0.00;0.34
04.08.2021 10;0.00;0.30
04.08.2021 11;0.00;0.30
04.08.2021 12;0.00;0.32
04.08.2021 13;0.00;0.30
04.08.2021 14;0.00;0.31
04.08.2021 15;0.00;0.31
04.08.2021 16;0.00;0.30
04.08.2021 17;0.00;0.31
04.08.2021 18;0.00;0.31
04.08.2021 19;0.00;0.30
04.08.2021 20;0.00;0.32
04.08.2021 21;0.00;0.31
04.08.2021 22;0.59;0.00
04.08.2021 23;2.41;0.00
05.08.2021 00;1.10;0.00
05.08.2021 01;0.43;0.00
05.08.2021 02;0.43;0.00
05.08.2021 03;0.49;0.00
05.08.2021 04;0.52;0.00
05.08.2021 05;0.51;0.00
05.08.2021 06;0.48;0.00
05.08.2021 07;0.00;0.45
05.08.2021 08;0.00;0.37
05.08.2021 09;0.00;0.30
05.08.2021 10;0.00;0.32
05.08.2021 11;0.00;0.30
05.08.2021 12;0.00;0.31
05.08.2021 13;0.00;0.31
05.08.2021 14;0.00;0.30
05.08.2021 15;0.00;0.32
05.08.2021 16;0.00;0.30
05.08.2021 17;0.00;0.31
05.08.2021 18;0.00;0.31
05.08.2021 19;0.00;0.31
05.08.2021 20;0.00;0.31
05.08.2021 21;0.00;0.31
05.08.2021 22;0.56;0.00
05.08.2021 23;2.39;0.00
06.08.2021 00;1.12;0.00
06.08.2021 01;0.42;0.00
06.08.2021 02;0.45;0.00
06.08.2021 03;0.47;0.00
06.08.2021 04;0.51;0.00
06.08.2021 05;0.51;0.00
06.08.2021 06;0.44;0.00
06.08.2021 07;0.00;0.36
06.08.2021 08;0.00;0.30
06.08.2021 09;0.00;0.31
06.08.2021 10;0.00;0.30
06.08.2021 11;0.00;0.30
06.08.2021 12;0.00;0.32
06.08.2021 13;0.00;0.30
06.08.2021 14;0.00;0.31
06.08.2021 15;0.00;0.30
06.08.2021 16;0.00;0.29
06.08.2021 17;0.00;0.30
06.08.2021 18;0.00;0.31
06.08.2021 19;0.00;0.30
06.08.2021 20;0.00;0.31
06.08.2021 21;0.00;0.31
06.08.2021 22;0.55;0.00
06.08.2021 23;2.34;0.00
07.08.2021 00;0.99;0.00
07.08.2021 01;0.32;0.00
07.08.2021 02;0.31;0.00
07.08.2021 03;0.31;0.00
07.08.2021 04;0.31;0.00
07.08.2021 05;0.33;0.00
07.08.2021 06;0.34;0.00
07.08.2021 07;0.00;0.31
07.08.2021 08;0.00;0.32
07.08.2021 09;0.00;0.30
07.08.2021 10;0.00;0.32
07.08.2021 11;0.00;0.32
07.08.2021 12;0.00;0.30
07.08.2021 13;0.00;0.32
07.08.2021 14;0.00;0.31
07.08.2021 15;0.00;0.32
07.08.2021 16;0.00;0.31
07.08.2021 17;0.00;0.30
07.08.2021 18;0.00;0.31
07.08.2021 19;0.00;0.31
07.08.2021 20;0.00;0.31
07.08.2021 21;0.00;0.31
07.08.2021 22;0.57;0.00
07.08.2021 23;2.41;0.00
08.08.2021 00;0.98;0.00
08.08.2021 01;0.33;0.00
08.08.2021 02;0.31;0.00
08.08.2021 03;0.32;0.00
08.08.2021 04;0.32;0.00
08.08.2021 05;0.30;0.00
08.08.2021 06;0.30;0.00
08.08.2021 07;0.00;0.31
08.08.2021 08;0.00;0.29
08.08.2021 09;0.00;0.31
08.08.2021 10;0.00;0.30
08.08.2021 11;0.00;0.31
08.08.2021 12;0.00;0.29
08.08.2021 13;0.00;0.30
08.08.2021 14;0.00;0.29
08.08.2021 15;0.00;0.28
08.08.2021 16;0.00;0.28
08.08.2021 17;0.00;0.28
08.08.2021 18;0.00;0.30
08.08.2021 19;0.00;0.28
08.08.2021 20;0.00;0.30
08.08.2021 21;0.00;0.31
08.08.2021 22;0.54;0.00
08.08.2021 23;2.32;0.00
09.08.2021 00;0.98;0.00
09.08.2021 01;0.30;0.00
09.08.2021 02;0.30;0.00
09.08.2021 03;0.31;0.00
09.08.2021 04;0.30;0.00
09.08.2021 05;0.30;0.00
09.08.2021 06;0.30;0.00
09.08.2021 07;0.00;0.30
09.08.2021 08;0.00;0.32
09.08.2021 09;0.00;0.30
09.08.2021 10;0.00;0.31
09.08.2021 11;0.00;0.30
09.08.2021 12;0.00;0.30
09.08.2021 13;0.00;0.31
09.08.2021 14;0.00;0.29
09.08.2021 15;0.00;0.31
09.08.2021 16;0.00;0.31
09.08.2021 17;0.00;0.31
09.08.2021 18;0.00;0.32
09.08.2021 19;0.00;0.30
09.08.2021 20;0.00;0.31
09.08.2021 21;0.00;0.30
09.08.2021 22;0.56;0.00
09.08.2021 23;2.35;0.00
10.08.2021 00;1.00;0.00
10.08.2021 01;0.32;0.00
10.08.2021 02;0.31;0.00
10.08.2021 03;0.32;0.00
10.08.2021 04;0.30;0.00
10.08.2021 05;0.32;0.00
10.08.2021 06;0.30;0.00
10.08.2021 07;0.00;0.30
10.08.2021 08;0.00;0.31
10.08.2021 09;0.00;0.29
10.08.2021 10;0.00;0.31
10.08.2021 11;0.00;0.30
10.08.2021 12;0.00;0.32
10.08.2021 13;0.00;0.30
10.08.2021 14;0.00;0.30
10.08.2021 15;0.00;0.30
10.08.2021 16;0.00;0.29
10.08.2021 17;0.00;0.29
10.08.2021 18;0.00;0.30
10.08.2021 19;0.00;0.30
10.08.2021 20;0.00;0.31
10.08.2021 21;0.00;0.31
10.08.2021 22;0.57;0.00
10.08.2021 23;2.31;0.00
11.08.2021 00;1.01;0.00
11.08.2021 01;0.31;0.00
11.08.2021 02;0.30;0.00
11.08.2021 03;0.31;0.00
11.08.2021 04;0.32;0.00
11.08.2021 05;0.31;0.00
11.08.2021 06;0.31;0.00
11.08.2021 07;0.00;0.31
11.08.2021 08;0.00;0.30
11.08.2021 09;0.00;0.30
11.08.2021 10;0.00;0.31
11.08.2021 11;0.00;0.30
11.08.2021 12;0.00;0.30
11.08.2021 13;0.00;0.29
11.08.2021 14;0.00;0.31
11.08.2021 15;0.00;0.31
11.08.2021 16;0.00;0.30
11.08.2021 17;0.00;0.30
11.08.2021 18;0.00;0.30
11.08.2021 19;0.00;0.30
11.08.2021 20;0.00;0.31
11.08.2021 21;0.00;0.30
11.08.2021 22;0.57;0.00
11.08.2021 23;2.38;0.00
12.08.2021 00;0.96;0.00
12.08.2021 01;0.32;0.00
12.08.2021 02;0.30;0.00
12.08.2021 03;0.30;0.00
12.08.2021 04;0.31;0.00
12.08.2021 05;0.30;0.00
12.08.2021 06;0.29;0.00
12.08.2021 07;0.00;0.31
12.08.2021 08;0.00;0.31
12.08.2021 09;0.00;0.31
12.08.2021 10;0.00;0.30
12.08.2021 11;0.00;0.30
12.08.2021 12;0.00;0.29
12.08.2021 13;0.00;0.30
12.08.2021 14;0.00;0.28
12.08.2021 15;0.00;0.29
12.08.2021 16;0.00;0.30
12.08.2021 17;0.00;0.30
12.08.2021 18;0.00;0.32
12.08.2021 19;0.00;0.30
12.08.2021 20;0.00;0.31
12.08.2021 21;0.00;0.30
12.08.2021 22;0.54;0.00
12.08.2021 23;2.36;0.00
13.08.2021 00;1.00;0.00
13.08.2021 01;0.31;0.00
13.08.2021 02;0.31;0.00
13.08.2021 03;0.31;0.00
13.08.2021 04;0.29;0.00
13.08.2021 05;0.31;0.00
13.08.2021 06;0.29;0.00
13.08.2021 07;0.00;0.31
13.08.2021 08;0.00;0.32
13.08.2021 09;0.00;0.31
13.08.2021 10;0.00;0.31
13.08.2021 11;0.00;0.30
13.08.2021 12;0.00;0.29
13.08.2021 13;0.00;0.28
13.08.2021 14;0.00;0.29
13.08.2021 15;0.00;0.29
13.08.2021 16;0.00;0.30
13.08.2021 17;0.00;0.29
13.08.2021 18;0.00;0.29
13.08.2021 19;0.00;0.29
13.08.2021 20;0.00;0.29
13.08.2021 21;0.00;0.30
13.08.2021 22;0.55;0.00
13.08.2021 23;2.36;0.00
14.08.2021 00;0.93;0.00
14.08.2021 01;0.32;0.00
14.08.2021 02;0.30;0.00
14.08.2021 03;0.31;0.00
14.08.2021 04;0.30;0.00
14.08.2021 05;0.30;0.00
14.08.2021 06;0.32;0.00
14.08.2021 07;0.00;0.31
14.08.2021 08;0.00;0.31
14.08.2021 09;0.00;0.30
14.08.2021 10;0.00;0.31
14.08.2021 11;0.00;0.29
14.08.2021 12;0.00;0.29
14.08.2021 13;0.00;0.32
14.08.2021 14;0.00;0.30
14.08.2021 15;0.00;0.32
14.08.2021 16;0.00;0.29
14.08.2021 17;0.00;0.30
14.08.2021 18;0.00;0.30
14.08.2021 19;0.00;0.30
14.08.2021 20;0.00;0.31
14.08.2021 21;0.00;0.32
14.08.2021 22;0.55;0.00
14.08.2021 23;2.32;0.00
15.08.2021 00;0.99;0.00
15.08.2021 01;0.33;0.00
15.08.2021 02;0.36;0.00
15.08.2021 03;0.39;0.00
15.08.2021 04;0.36;0.00
15.08.2021 05;0.36;0.00
15.08.2021 06;0.38;0.00
15.08.2021 07;0.00;0.34
15.08.2021 08;0.00;0.37
15.08.2021 09;0.00;0.33
15.08.2021 10;0.00;0.31
15.08.2021 11;0.00;0.30
15.08.2021 12;0.00;0.29
15.08.2021 13;0.00;0.30
15.08.2021 14;0.00;0.30
15.08.2021 15;0.00;0.31
15.08.2021 16;0.00;0.31
15.08.2021 17;0.00;0.32
15.08.2021 18;0.00;0.36
15.08.2021 19;0.00;0.35
15.08.2021 20;0.00;0.36
15.08.2021 21;0.00;0.41
15.08.2021 22;0.66;0.00
15.08.2021 23;2.43;0.00
16.08.2021 00;1.15;0.00
16.08.2021 01;0.39;0.00
16.08.2021 02;0.42;0.00
16.08.2021 03;0.44;0.00
16.08.2021 04;0.47;0.00
16.08.2021 05;0.48;0.00
16.08.2021 06;0.46;0.00
16.08.2021 07;0.00;0.47
16.08.2021 08;0.00;0.41
16.08.2021 09;0.00;0.42
16.08.2021 10;0.00;0.38
16.08.2021 11;0.00;0.33
16.08.2021 12;0.00;0.31
16.08.2021 13;0.00;0.30
16.08.2021 14;0.00;0.31
16.08.2021 15;0.00;0.30
16.08.2021 16;0.00;0.30
16.08.2021 17;0.00;0.32
16.08.2021 18;0.00;0.29
16.08.2021 19;0.00;0.31
16.08.2021 20;0.00;0.31
16.08.2021 21;0.00;0.30
16.08.2021 22;0.55;0.00
16.08.2021 23;2.29;0.00
17.08.2021 00;1.08;0.00
17.08.2021 01;0.31;0.00
17.08.2021 02;0.31;0.00
17.08.2021 03;0.36;0.00
17.08.2021 04;0.35;0.00
17.08.2021 05;0.37;0.00
17.08.2021 06;0.37;0.00
17.08.2021 07;0.00;0.37
17.08.2021 08;0.00;0.31
17.08.2021 09;0.00;0.30
17.08.2021 10;0.00;0.30
17.08.2021 11;0.00;0.31
17.08.2021 12;0.00;0.30
17.08.2021 13;0.00;0.30
17.08.2021 14;0.00;0.31
17.08.2021 15;0.00;0.31
17.08.2021 16;0.00;0.31
17.08.2021 17;0.00;0.29
17.08.2021 18;0.00;0.30
17.08.2021 19;0.00;0.30
17.08.2021 20;0.00;0.29
17.08.2021 21;0.00;0.31
17.08.2021 22;0.55;0.00
17.08.2021 23;2.35;0.00
18.08.2021 00;0.99;0.00
18.08.2021 01;0.28;0.00
18.08.2021 02;0.32;0.00
18.08.2021 03;0.30;0.00
18.08.2021 04;0.31;0.00
18.08.2021 05;0.36;0.00
18.08.2021 06;0.38;0.00
18.08.2021 07;0.00;0.33
18.08.2021 08;0.00;0.32
18.08.2021 09;0.00;0.29
18.08.2021 10;0.00;0.30
18.08.2021 11;0.00;0.30
18.08.2021 12;0.00;0.30
18.08.2021 13;0.00;0.30
18.08.2021 14;0.00;0.31
18.08.2021 15;0.00;0.31
18.08.2021 16;0.00;0.31
18.08.2021 17;0.00;0.30
18.08.2021 18;0.00;0.30
18.08.2021 19;0.00;0.30
18.08.2021 20;0.00;0.35
18.08.2021 21;0.00;0.35
18.08.2021 22;0.61;0.00
18.08.2021 23;2.36;0.00
19.08.2021 00;1.12;0.00
19.08.2021 01;0.36;0.00
19.08.2021 02;0.35;0.00
19.08.2021 03;0.37;0.00
19.08.2021 04;0.38;0.00
19.08.2021 05;0.40;0.00
19.08.2021 06;0.40;0.00
19.08.2021 07;0.00;0.40
19.08.2021 08;0.00;0.96
19.08.2021 09;0.00;1.20
19.08.2021 10;0.00;1.20
19.08.2021 11;0.00;0.92
19.08.2021 12;0.00;0.41
19.08.2021 13;0.00;0.38
19.08.2021 14;0.00;0.35
19.08.2021 15;0.00;0.35
19.08.2021 16;0.00;0.32
19.08.2021 17;0.00;0.31
19.08.2021 18;0.00;0.29
19.08.2021 19;0.00;0.31
19.08.2021 20;0.00;0.37
19.08.2021 21;0.00;0.41
19.08.2021 22;0.70;0.00
19.08.2021 23;2.43;0.00
20.08.2021 00;1.26;0.00
20.08.2021 01;0.46;0.00
20.08.2021 02;0.46;0.00
20.08.2021 03;0.48;0.00
20.08.2021 04;0.48;0.00
20.08.2021 05;0.48;0.00
20.08.2021 06;0.49;0.00
20.08.2021 07;0.00;0.48
20.08.2021 08;0.00;0.43
20.08.2021 09;0.00;0.40
20.08.2021 10;0.00;0.34
20.08.2021 11;0.00;0.31
20.08.2021 12;0.00;0.30
20.08.2021 13;0.00;0.31
20.08.2021 14;0.00;0.35
20.08.2021 15;0.00;0.30
20.08.2021 16;0.00;0.30
20.08.2021 17;0.00;0.31
20.08.2021 18;0.00;0.30
20.08.2021 19;0.00;0.31
20.08.2021 20;0.00;0.34
20.08.2021 21;0.00;1.52
20.08.2021 22;2.21;0.00
20.08.2021 23;3.87;0.00
21.08.2021 00;2.58;0.00
21.08.2021 01;1.59;0.00
21.08.2021 02;1.23;0.00
21.08.2021 03;0.97;0.00
21.08.2021 04;1.02;0.00
21.08.2021 05;0.99;0.00
21.08.2021 06;0.89;0.00
21.08.2021 07;0.00;0.93
21.08.2021 08;0.00;0.86
21.08.2021 09;0.00;0.89
21.08.2021 10;0.00;0.93
21.08.2021 11;0.00;1.01
21.08.2021 12;0.00;0.76
21.08.2021 13;0.00;0.90
21.08.2021 14;0.00;0.84
21.08.2021 15;0.00;0.70
21.08.2021 16;0.00;0.74
21.08.2021 17;0.00;0.55
21.08.2021 18;0.00;0.58
21.08.2021 19;0.00;1.59
21.08.2021 20;0.00;1.60
21.08.2021 21;0.00;2.20
21.08.2021 22;2.29;0.00
21.08.2021 23;3.83;0.00
22.08.2021 00;3.56;0.00
22.08.2021 01;2.93;0.00
22.08.2021 02;2.86;0.00
22.08.2021 03;1.41;0.00
22.08.2021 04;0.81;0.00
22.08.2021 05;0.94;0.00
22.08.2021 06;0.77;0.00
22.08.2021 07;0.00;0.88
22.08.2021 08;0.00;0.84
22.08.2021 09;0.00;1.05
22.08.2021 10;0.00;1.72
22.08.2021 11;0.00;1.70
22.08.2021 12;0.00;1.24
22.08.2021 13;0.00;1.42
22.08.2021 14;0.00;0.85
22.08.2021 15;0.00;0.91
22.08.2021 16;0.00;1.09
22.08.2021 17;0.00;1.25
22.08.2021 18;0.00;1.13
22.08.2021 19;0.00;1.31
22.08.2021 20;0.00;0.86
22.08.2021 21;0.00;0.94
22.08.2021 22;1.73;0.00
22.08.2021 23;3.71;0.00
23.08.2021 00;2.68;0.00
23.08.2021 01;2.69;0.00
23.08.2021 02;2.66;0.00
23.08.2021 03;1.53;0.00
23.08.2021 04;0.73;0.00
23.08.2021 05;0.69;0.00
23.08.2021 06;0.77;0.00
23.08.2021 07;0.00;0.89
23.08.2021 08;0.00;0.74
23.08.2021 09;0.00;0.78
23.08.2021 10;0.00;1.63
23.08.2021 11;0.00;2.53
23.08.2021 12;0.00;2.52
23.08.2021 13;0.00;2.24
23.08.2021 14;0.00;2.12
23.08.2021 15;0.00;1.37
23.08.2021 16;0.00;1.37
23.08.2021 17;0.00;1.54
23.08.2021 18;0.00;1.14
23.08.2021 19;0.00;0.93
23.08.2021 20;0.00;1.00
23.08.2021 21;0.00;1.33
23.08.2021 22;1.65;0.00
23.08.2021 23;3.06;0.00
24.08.2021 00;2.72;0.00
24.08.2021 01;2.80;0.00
24.08.2021 02;3.52;0.00
24.08.2021 03;2.04;0.00
24.08.2021 04;1.61;0.00
24.08.2021 05;1.57;0.00
24.08.2021 06;0.98;0.00
24.08.2021 07;0.00;0.91
24.08.2021 08;0.00;0.92
24.08.2021 09;0.00;1.17
24.08.2021 10;0.00;1.11
24.08.2021 11;0.00;0.98
24.08.2021 12;0.00;1.02
24.08.2021 13;0.00;0.87
24.08.2021 14;0.00;0.94
24.08.2021 15;0.00;1.00
24.08.2021 16;0.00;0.96
24.08.2021 17;0.00;1.07
24.08.2021 18;0.00;1.14
24.08.2021 19;0.00;1.02
24.08.2021 20;0.00;1.17
24.08.2021 21;0.00;1.94
24.08.2021 22;2.04;0.00
24.08.2021 23;3.72;0.00
25.08.2021 00;2.36;0.00
25.08.2021 01;1.30;0.00
25.08.2021 02;0.75;0.00
25.08.2021 03;0.74;0.00
25.08.2021 04;0.77;0.00
25.08.2021 05;0.76;0.00
25.08.2021 06;0.77;0.00
25.08.2021 07;0.00;1.69
25.08.2021 08;0.00;0.91
25.08.2021 09;0.00;1.17
25.08.2021 10;0.00;0.88
25.08.2021 11;0.00;1.15
25.08.2021 12;0.00;1.75
25.08.2021 13;0.00;1.73
25.08.2021 14;0.00;1.70
25.08.2021 15;0.00;1.77
25.08.2021 16;0.00;0.90
25.08.2021 17;0.00;0.89
25.08.2021 18;0.00;0.84
25.08.2021 19;0.00;0.90
25.08.2021 20;0.00;0.92
25.08.2021 21;0.00;0.91
25.08.2021 22;1.18;0.00
25.08.2021 23;3.25;0.00
26.08.2021 00;2.82;0.00
26.08.2021 01;2.74;0.00
26.08.2021 02;2.74;0.00
26.08.2021 03;3.34;0.00
26.08.2021 04;1.93;0.00
26.08.2021 05;1.40;0.00
26.08.2021 06;1.45;0.00
26.08.2021 07;0.00;0.70
26.08.2021 08;0.00;0.80
26.08.2021 09;0.00;0.80
26.08.2021 10;0.00;0.80
26.08.2021 11;0.00;0.77
26.08.2021 12;0.00;1.29
26.08.2021 13;0.00;0.74
26.08.2021 14;0.00;0.68
26.08.2021 15;0.00;0.66
26.08.2021 16;0.00;0.70
26.08.2021 17;0.00;0.70
26.08.2021 18;0.00;0.79
26.08.2021 19;0.00;1.31
26.08.2021 20;0.00;1.83
26.08.2021 21;0.00;0.77
26.08.2021 22;1.18;0.00
26.08.2021 23;2.82;0.00
27.08.2021 00;2.24;0.00
27.08.2021 01;0.74;0.00
27.08.2021 02;0.74;0.00
27.08.2021 03;0.76;0.00
27.08.2021 04;0.79;0.00
27.08.2021 05;0.76;0.00
27.08.2021 06;0.88;0.00
27.08.2021 07;0.00;1.62
27.08.2021 08;0.00;1.91
27.08.2021 09;0.00;1.73
27.08.2021 10;0.00;1.24
27.08.2021 11;0.00;1.06
27.08.2021 12;0.00;1.04
27.08.2021 13;0.00;0.61
27.08.2021 14;0.00;0.31
27.08.2021 15;0.00;0.30
27.08.2021 16;0.00;0.32
27.08.2021 17;0.00;0.31
27.08.2021 18;0.00;0.30
27.08.2021 19;0.00;0.30
27.08.2021 20;0.00;0.30
27.08.2021 21;0.00;0.31
27.08.2021 22;0.55;0.00
27.08.2021 23;2.32;0.00
28.08.2021 00;1.11;0.00
28.08.2021 01;0.30;0.00
28.08.2021 02;0.30;0.00
28.08.2021 03;0.33;0.00
28.08.2021 04;1.11;0.00
28.08.2021 05;1.11;0.00
28.08.2021 06;1.12;0.00
28.08.2021 07;0.00;0.82
28.08.2021 08;0.00;0.31
28.08.2021 09;0.00;0.29
28.08.2021 10;0.00;0.30
28.08.2021 11;0.00;0.30
28.08.2021 12;0.00;0.29
28.08.2021 13;0.00;0.30
28.08.2021 14;0.00;0.29
28.08.2021 15;0.00;0.31
28.08.2021 16;0.00;0.30
28.08.2021 17;0.00;0.30
28.08.2021 18;0.00;0.30
28.08.2021 19;0.00;0.30
28.08.2021 20;0.00;0.30
28.08.2021 21;0.00;0.31
28.08.2021 22;0.54;0.00
28.08.2021 23;2.30;0.00
29.08.2021 00;1.05;0.00
29.08.2021 01;0.32;0.00
29.08.2021 02;0.30;0.00
29.08.2021 03;0.30;0.00
29.08.2021 04;0.30;0.00
29.08.2021 05;0.30;0.00
29.08.2021 06;0.31;0.00
29.08.2021 07;0.00;0.29
29.08.2021 08;0.00;0.31
29.08.2021 09;0.00;0.30
29.08.2021 10;0.00;0.30
29.08.2021 11;0.00;0.30
29.08.2021 12;0.00;0.30
29.08.2021 13;0.00;0.30
29.08.2021 14;0.00;0.30
29.08.2021 15;0.00;0.31
29.08.2021 16;0.00;0.30
29.08.2021 17;0.00;0.30
29.08.2021 18;0.00;0.31
29.08.2021 19;0.00;0.29
29.08.2021 20;0.00;0.31
29.08.2021 21;0.00;0.31
29.08.2021 22;0.87;0.00
29.08.2021 23;2.43;0.00
30.08.2021 00;1.19;0.00
30.08.2021 01;0.55;0.00
30.08.2021 02;0.52;0.00
30.08.2021 03;0.50;0.00
30.08.2021 04;1.47;0.00
30.08.2021 05;0.63;0.00
30.08.2021 06;0.49;0.00
30.08.2021 07;0.00;0.50
30.08.2021 08;0.00;0.50
30.08.2021 09;0.00;0.50
30.08.2021 10;0.00;0.46
30.08.2021 11;0.00;0.45
30.08.2021 12;0.00;2.04
30.08.2021 13;0.00;0.56
30.08.2021 14;0.00;0.97
30.08.2021 15;0.00;0.81
30.08.2021 16;0.00;0.37
30.08.2021 17;0.00;0.36
30.08.2021 18;0.00;0.36
30.08.2021 19;0.00;0.36
30.08.2021 20;0.00;0.35
30.08.2021 21;0.00;0.36
30.08.2021 22;0.60;0.00
30.08.2021 23;2.33;0.00
31.08.2021 00;2.31;0.00
31.08.2021 01;2.20;0.00
31.08.2021 02;0.34;0.00
31.08.2021 03;0.35;0.00
31.08.2021 04;0.34;0.00
31.08.2021 05;0.35;0.00
31.08.2021 06;0.34;0.00
31.08.2021 07;0.00;0.35
31.08.2021 08;0.00;0.35
31.08.2021 09;0.00;0.34
31.08.2021 10;0.00;0.35
31.08.2021 11;0.00;0.34
31.08.2021 12;0.00;0.34
31.08.2021 13;0.00;0.36
31.08.2021 14;0.00;0.34
31.08.2021 15;0.00;0.36
31.08.2021 16;0.00;0.35
31.08.2021 17;0.00;0.35
31.08.2021 18;0.00;0.35
31.08.2021 19;0.00;0.61
31.08.2021 20;0.00;2.19
31.08.2021 21;0.00;2.18
31.08.2021 22;2.39;0.00
31.08.2021 23;3.83;0.00
01.09.2021 00;1.38;0.00
01.09.2021 01;0.68;0.00
01.09.2021 02;0.63;0.00
01.09.2021 03;0.60;0.00
01.09.2021 04;0.55;0.00
01.09.2021 05;0.63;0.00
01.09.2021 06;0.56;0.00
01.09.2021 07;0.00;1.15
01.09.2021 08;0.00;0.76
01.09.2021 09;0.00;0.73
01.09.2021 10;0.00;1.45
01.09.2021 11;0.00;1.45
01.09.2021 12;0.00;1.15
01.09.2021 13;0.00;0.97
01.09.2021 14;0.00;0.98
01.09.2021 15;0.00;0.90
01.09.2021 16;0.00;0.85
01.09.2021 17;0.00;0.94
01.09.2021 18;0.00;0.79
01.09.2021 19;0.00;0.70
01.09.2021 20;0.00;0.91
01.09.2021 21;0.00;0.94
01.09.2021 22;0.91;0.00
01.09.2021 23;2.59;0.00
02.09.2021 00;1.86;0.00
02.09.2021 01;0.64;0.00
02.09.2021 02;0.75;0.00
02.09.2021 03;0.74;0.00
02.09.2021 04;0.72;0.00
02.09.2021 05;0.79;0.00
02.09.2021 06;0.83;0.00
02.09.2021 07;0.00;1.72
02.09.2021 08;0.00;1.68
02.09.2021 09;0.00;1.82
02.09.2021 10;0.00;1.60
02.09.2021 11;0.00;0.93
02.09.2021 12;0.00;0.96
02.09.2021 13;0.00;0.86
02.09.2021 14;0.00;1.01
02.09.2021 15;0.00;0.84
02.09.2021 16;0.00;1.45
02.09.2021 17;0.00;0.92
02.09.2021 18;0.00;1.16
02.09.2021 19;0.00;1.01
02.09.2021 20;0.00;1.07
02.09.2021 21;0.00;1.19
02.09.2021 22;1.48;0.00
02.09.2021 23;3.16;0.00
03.09.2021 00;2.20;0.00
03.09.2021 01;1.01;0.00
03.09.2021 02;1.09;0.00
03.09.2021 03;0.98;0.00
03.09.2021 04;1.08;0.00
03.09.2021 05;1.21;0.00
03.09.2021 06;1.29;0.00
03.09.2021 07;0.00;2.16
03.09.2021 08;0.00;2.01
03.09.2021 09;0.00;2.00
03.09.2021 10;0.00;1.93
03.09.2021 11;0.00;1.14
03.09.2021 12;0.00;1.11
03.09.2021 13;0.00;1.19
03.09.2021 14;0.00;1.09
03.09.2021 15;0.00;0.96
03.09.2021 16;0.00;0.94
03.09.2021 17;0.00;0.83
03.09.2021 18;0.00;0.89
03.09.2021 19;0.00;1.07
03.09.2021 20;0.00;1.26
03.09.2021 21;0.00;1.07
03.09.2021 22;1.49;0.00
03.09.2021 23;3.15;0.00
04.09.2021 00;1.89;0.00
04.09.2021 01;1.02;0.00
04.09.2021 02;0.90;0.00
04.09.2021 03;1.02;0.00
04.09.2021 04;0.98;0.00
04.09.2021 05;1.08;0.00
04.09.2021 06;0.93;0.00
04.09.2021 07;0.00;1.07
04.09.2021 08;0.00;1.74
04.09.2021 09;0.00;2.03
04.09.2021 10;0.00;1.81
04.09.2021 11;0.00;2.07
04.09.2021 12;0.00;1.80
04.09.2021 13;0.00;1.34
04.09.2021 14;0.00;0.90
04.09.2021 15;0.00;0.80
04.09.2021 16;0.00;0.97
04.09.2021 17;0.00;1.04
04.09.2021 18;0.00;1.12
04.09.2021 19;0.00;0.98
04.09.2021 20;0.00;1.11
04.09.2021 21;0.00;1.09
04.09.2021 22;1.20;0.00
04.09.2021 23;3.09;0.00
05.09.2021 00;1.96;0.00
05.09.2021 01;0.94;0.00
05.09.2021 02;1.30;0.00
05.09.2021 03;1.86;0.00
05.09.2021 04;1.82;0.00
05.09.2021 05;1.99;0.00
05.09.2021 06;1.92;0.00
05.09.2021 07;0.00;1.14
05.09.2021 08;0.00;1.02
05.09.2021 09;0.00;0.86
05.09.2021 10;0.00;1.61
05.09.2021 11;0.00;1.31
05.09.2021 12;0.00;1.03
05.09.2021 13;0.00;1.06
05.09.2021 14;0.00;0.84
05.09.2021 15;0.00;0.86
05.09.2021 16;0.00;0.79
05.09.2021 17;0.00;0.97
05.09.2021 18;0.00;0.88
05.09.2021 19;0.00;1.00
05.09.2021 20;0.00;0.82
05.09.2021 21;0.00;0.77
05.09.2021 22;1.05;0.00
05.09.2021 23;2.62;0.00
06.09.2021 00;2.65;0.00
06.09.2021 01;0.63;0.00
06.09.2021 02;0.59;0.00
06.09.2021 03;0.63;0.00
06.09.2021 04;0.72;0.00
06.09.2021 05;0.74;0.00
06.09.2021 06;0.75;0.00
06.09.2021 07;0.00;0.82
06.09.2021 08;0.00;1.24
06.09.2021 09;0.00;1.77
06.09.2021 10;0.00;1.65
06.09.2021 11;0.00;1.73
06.09.2021 12;0.00;1.80
06.09.2021 13;0.00;0.63
06.09.2021 14;0.00;0.53
06.09.2021 15;0.00;0.66
06.09.2021 16;0.00;0.72
06.09.2021 17;0.00;0.33
06.09.2021 18;0.00;0.30
06.09.2021 19;0.00;0.31
